기관명,차량번호,차량모델,모델연도,주행거리,예정가,낙찰금액,입찰건수,차량설명(특이사항),경매일시,보관소,상세URL
[금융기관][오케이저축은행][(주)오케이저축은행],XXX3507,그랜저(GRANDEUR) 3.0 EXCLUSIVE,2015,,,"3,980,000",1,,2025-12-08 (14:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMOK012025A134&p_Code=1&p_CarNo=XXX3507&window=ok
[회원사][회원사 공개매각][회원사],XXXX8287,뉴 SM3 (휘발유),2014,"173,886","1,800,000","1,810,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-08 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14042&p_Code=1&p_CarNo=XXXX8287&window=ok
[금융기관][오케이저축은행][(주)오케이저축은행],XXX5601,쏘렌토 5인승 2.0 디젤 4WD 노블레스,2015,,,"11,100,000",39,,2025-12-08 (14:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMOK012025A138&p_Code=1&p_CarNo=XXX5601&window=ok
[금융기관][오케이저축은행][(주)오케이저축은행],XXXX1092,레이 1.0 시그니처,2025,,,"17,100,000",31,,2025-12-08 (14:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMOK012025A135&p_Code=1&p_CarNo=XXXX1092&window=ok
[금융기관][오케이저축은행][(주)오케이저축은행],XXXX7946,스팅어 2.0 플래티넘,2018,,,"9,325,000",24,,2025-12-08 (14:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMOK012025A136&p_Code=1&p_CarNo=XXXX7946&window=ok
[회원사][회원사 공개매각][회원사],XXX8935,그랜저 HG HG300 프리미엄 (휘발유),2014,"152,899","5,100,000","5,111,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-08 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14106&p_Code=1&p_CarNo=XXX8935&window=ok
[회원사][회원사 공개매각][회원사],XXX4050,미니쿠퍼 컨트리맨 D (경유),2012,"180,437","3,300,000","3,400,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-08 (14:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14065&p_Code=1&p_CarNo=XXX4050&window=ok
[회원사][회원사 공개매각][회원사],XXX1710,SM6 2.0 LPe LE (장애인용) (LPG),2017,"141,645","5,400,000","5,450,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-08 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14224&p_Code=1&p_CarNo=XXX1710&window=ok
[회원사][회원사 공개매각][회원사],XXX8001,에쿠스(신형) VS500 프레스티지 (휘발유),2014,"252,827","5,400,000","5,419,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-08 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A13976&p_Code=1&p_CarNo=XXX8001&window=ok
[금융기관][하나캐피탈][하나캐피탈],XXX8502,알페온2.4DOHC,2015,,,"2,510,000",1,,2025-12-08 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN042025A876&p_Code=1&p_CarNo=XXX8502&window=ok
[금융기관][하나캐피탈][하나캐피탈],XXXX6025,카니발 9인승 3.5 프레스티지,2023,,,"30,369,000",23,,2025-12-08 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN042025A868&p_Code=1&p_CarNo=XXXX6025&window=ok
[금융기관][하나캐피탈][하나캐피탈],XXX6475,CHEVROLET BOLT EUV,2023,,,"19,700,000",65,,2025-12-08 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN042025A871&p_Code=1&p_CarNo=XXX6475&window=ok
[금융기관][하나캐피탈][하나캐피탈],XXXX7586,Mercedes-AMGGLB354MATIC,2023,,,"42,230,000",12,,2025-12-08 (12:00),,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMHN042025A869&p_Code=1&p_CarNo=XXXX7586&window=ok
[관공서공매(세무)][충청북도][청주시 흥덕구청],03고7494,트라제XG (경유),2001,"200,474","300,000","838,000",8,"최초 등록일(2001-09-08),검사 유효기간(2024-02-25),검사 기간 경과 낙찰시 낙찰자 책임하에 자동차 검사 요망 (필요시 수리후 검사 진행 해야함/낙찰자 부담 /클레임 불가),차량내 소화기 없음(낙찰자 설치 의무 있음).).미점검 차량,기본 자료 및 사진만 제공 차량 상태 사고 유무 입찰 자 반드시 현물 직접 확인 요망(클레임 불가),차량 상태 불량, 폐차 수준,장기 미운행 차량, 차량키 1개,시동 가능하나 운행 제한으로 낙찰시 견인 요망",2025-12-08 (11:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMCB042025A1015&p_Code=1&p_CarNo=03고7494&window=ok
[관공서공매(세무)][충청북도][청주시 흥덕구청],41서9116,K7 (휘발유),2013,"134,327","1,500,000","2,648,000",12,"최초 등록일(2013-10-02),검사 유효기간(2019-11-09)검사 기간 경과 낙찰시 낙찰자 책임하에 자동차 검사 요망 (필요시 수리후 검사 진행 해야함/낙찰자 부담 /클레임 불가),차량내 소화기 없음(낙찰자 설치 의무 있음).메뉴얼 없음,차량키 1개",2025-12-08 (11:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMCB042025A1015&p_Code=2&p_CarNo=41서9116&window=ok
[관공서공매(세무)][충청북도][청주시 흥덕구청],62수0219,BMW 520d (경유),2016,"216,417","3,000,000","8,429,000",85,"제작연도(2016),최초 등록일(2016-06-30),검사 유효기간(2026-08-22),차량내 소화기 없음(낙찰자 설치 의무 있음).메뉴얼 있음,차량키 1개",2025-12-08 (11:00),오토마트 충북보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=3&p_NotNo=GMCB042025A1015&p_Code=3&p_CarNo=62수0219&window=ok
[회원사][회원사 공개매각][회원사],XXXX8287,뉴 SM3 (휘발유),2014,"173,886","1,800,000","1,810,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14042&p_Code=1&p_CarNo=XXXX8287&window=ok
[회원사][회원사 공개매각][회원사],XXX4722,K5 2세대 1.7 디젤 MX 럭셔리 (경유),2016,"120,985","5,700,000","5,800,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A13877&p_Code=1&p_CarNo=XXX4722&window=ok
[회원사][회원사 공개매각][회원사],XXX4557,벤츠 E클래스 (W211) E350 (휘발유),2007,"167,411","2,700,000","2,770,000",2,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A13889&p_Code=1&p_CarNo=XXX4557&window=ok
[회원사][회원사 공개매각][회원사],XXX1650,올란도 2.0 디젤 (경유),2014,"154,598","3,500,000","3,590,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A13940&p_Code=1&p_CarNo=XXX1650&window=ok
[회원사][회원사 공개매각][회원사],XXX8646,코란도 스포츠 CX7 4WD 매니아 (경유),2013,"137,127","3,100,000","3,100,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A13891&p_Code=1&p_CarNo=XXX8646&window=ok
[회원사][회원사 공개매각][회원사],XXXX9526,XM3 1.6 GTe RE (휘발유),2023,"12,939","17,700,000","18,100,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A13905&p_Code=1&p_CarNo=XXXX9526&window=ok
[회원사][회원사 공개매각][회원사],XXX9297,인피니티 QX60 하이브리드 (휘발유+전기),2014,"100,026","9,900,000","9,901,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기북부2보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14034&p_Code=1&p_CarNo=XXX9297&window=ok
[회원사][회원사 공개매각][회원사],XXX8935,그랜저 HG HG300 프리미엄 (휘발유),2014,"152,899","5,100,000","5,111,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14106&p_Code=1&p_CarNo=XXX8935&window=ok
[회원사][회원사 공개매각][회원사],XXX6791,아우디 A6 (C7) 3.0 TFSI 콰트로 (휘발유),2014,"106,114","6,800,000","6,802,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14009&p_Code=1&p_CarNo=XXX6791&window=ok
[회원사][회원사 공개매각][회원사],XXX1710,SM6 2.0 LPe LE (장애인용) (LPG),2017,"141,645","5,400,000","5,450,000",1,"차량 사진을 클릭하면 확대된 사진으로 조회할 수 있으며, [전체사진보기] 버튼이 있는 경우는 추가된 사진을 조회할 수 있습니다.[차량점검서보기] 버튼이 있는 경우 차량점검서를 확인할 수 있습니다. [차량점검서보기]가 없는 경우는 점검서가 제공되지 않습니다.차량확인등으로 인해 소모된 연료에 대해서는 낙찰자 부담하에 연료를 보충하여 인수해야 합니다.지역번호 또는 번호판이 없는 경우 신규번호판 발급여부를 확인하시기 바랍니다. (일부 관공서는 무조건 신규발급 - 공고문 확인)세금계산서(계산서) 발급 여부는 차량설명(특이사항) 참조바라며, 체납자(소유자)의 사업자 등록여부는 확인이 불가합니다.",2025-12-05 (14:00),오토마트 경기남부보관소,https://www.automart.co.kr/views/pub_auction/Common/CarDetail_in.asp?p_sel=0&bidType=1&p_NotNo=GMAM012025A14224&p_Code=1&p_CarNo=XXX1710&window=ok
